index,City,Date,Card Type,Exp Type,Gender,Amount,Country,Month,Day
352,Ahmedabad,2014-04-14,Gold,Bills,Female,307350, India,April,Monday
353,Greater Mumbai,2014-08-27,Silver,Bills,Female,41002, India,August,Wednesday
354,Bengaluru,2014-01-03,Silver,Bills,Female,34743, India,January,Friday
355,Bengaluru,2014-09-26,Signature,Bills,Female,195589, India,September,Friday
356,Bengaluru,2014-03-10,Signature,Bills,Female,204735, India,March,Monday
357,Ahmedabad,2014-05-14,Signature,Bills,Female,118112, India,May,Wednesday
358,Greater Mumbai,2013-12-12,Platinum,Bills,Female,61572, India,December,Thursday
359,Delhi,2015-02-25,Gold,Bills,Female,274938, India,February,Wednesday
360,Greater Mumbai,2014-02-21,Signature,Bills,Female,43854, India,February,Friday
361,Delhi,2014-04-27,Gold,Bills,Female,8798, India,April,Sunday
362,Greater Mumbai,2015-05-08,Gold,Bills,Female,192241, India,May,Friday
363,Bengaluru,2014-04-10,Silver,Bills,Female,128164, India,April,Thursday
364,Delhi,2014-04-28,Signature,Bills,Female,249061, India,April,Monday
365,Greater Mumbai,2014-01-29,Gold,Bills,Female,275283, India,January,Wednesday
366,Greater Mumbai,2014-01-03,Platinum,Bills,Female,172194, India,January,Friday
367,Ahmedabad,2015-05-13,Gold,Bills,Female,13162, India,May,Wednesday
368,Bengaluru,2015-02-05,Platinum,Bills,Female,3427, India,February,Thursday
369,Bengaluru,2015-01-07,Gold,Bills,Female,171374, India,January,Wednesday
370,Delhi,2015-02-19,Signature,Bills,Female,286251, India,February,Thursday
371,Ahmedabad,2014-10-19,Platinum,Bills,Female,123417, India,October,Sunday
372,Delhi,2013-12-03,Silver,Bills,Female,81088, India,December,Tuesday
373,Ahmedabad,2014-10-26,Signature,Bills,Female,64113, India,October,Sunday
374,Bengaluru,2014-03-27,Platinum,Bills,Female,54374, India,March,Thursday
375,Ahmedabad,2015-03-18,Signature,Bills,Female,175515, India,March,Wednesday
376,Delhi,2013-11-25,Gold,Bills,Female,78773, India,November,Monday
377,Bengaluru,2014-06-25,Signature,Bills,Female,143515, India,June,Wednesday
378,Delhi,2014-11-22,Silver,Bills,Female,263613, India,November,Saturday
379,Greater Mumbai,2015-04-22,Platinum,Bills,Female,265434, India,April,Wednesday
380,Delhi,2014-06-03,Signature,Bills,Female,87839, India,June,Tuesday
381,Delhi,2014-06-16,Signature,Bills,Female,60905, India,June,Monday
382,Delhi,2015-04-09,Platinum,Bills,Female,199726, India,April,Thursday
383,Delhi,2015-01-20,Silver,Bills,Female,267896, India,January,Tuesday
384,Ahmedabad,2013-12-31,Gold,Bills,Female,198937, India,December,Tuesday
385,Greater Mumbai,2014-10-02,Gold,Bills,Female,90745, India,October,Thursday
386,Greater Mumbai,2014-07-24,Silver,Bills,Female,86676, India,July,Thursday
387,Greater Mumbai,2015-05-08,Platinum,Bills,Female,163574, India,May,Friday
388,Greater Mumbai,2015-04-27,Signature,Bills,Female,2138, India,April,Monday
389,Bengaluru,2014-06-11,Silver,Bills,Female,253749, India,June,Wednesday
390,Delhi,2014-06-06,Platinum,Bills,Female,60187, India,June,Friday
391,Bengaluru,2015-03-03,Platinum,Bills,Female,15566, India,March,Tuesday
392,Greater Mumbai,2014-07-11,Signature,Bills,Female,242144, India,July,Friday
393,Delhi,2014-03-17,Platinum,Bills,Female,114049, India,March,Monday
394,Bengaluru,2014-03-17,Gold,Bills,Female,100992, India,March,Monday
395,Delhi,2014-03-03,Silver,Bills,Female,173017, India,March,Monday
396,Greater Mumbai,2014-06-07,Gold,Bills,Female,279567, India,June,Saturday
397,Delhi,2013-12-28,Signature,Bills,Female,25016, India,December,Saturday
398,Delhi,2013-11-11,Silver,Bills,Female,157982, India,November,Monday
399,Bengaluru,2014-05-17,Signature,Bills,Female,240387, India,May,Saturday
400,Delhi,2014-08-31,Platinum,Bills,Female,134030, India,August,Sunday
401,Bengaluru,2015-01-26,Gold,Bills,Female,108651, India,January,Monday
402,Delhi,2014-01-17,Gold,Bills,Female,138617, India,January,Friday
403,Bengaluru,2014-01-27,Signature,Bills,Female,98963, India,January,Monday
404,Delhi,2013-12-24,Silver,Bills,Female,25486, India,December,Tuesday
405,Delhi,2015-03-03,Gold,Bills,Female,231140, India,March,Tuesday
406,Ahmedabad,2013-10-22,Gold,Bills,Female,20032, India,October,Tuesday
407,Greater Mumbai,2015-01-14,Gold,Bills,Female,293938, India,January,Wednesday
408,Delhi,2014-01-11,Silver,Bills,Female,88175, India,January,Saturday
409,Ahmedabad,2015-02-07,Platinum,Bills,Female,105297, India,February,Saturday
410,Delhi,2013-10-08,Platinum,Bills,Female,129169, India,October,Tuesday
411,Greater Mumbai,2014-08-14,Signature,Bills,Female,172386, India,August,Thursday
412,Greater Mumbai,2015-05-09,Platinum,Bills,Female,46369, India,May,Saturday
413,Greater Mumbai,2014-04-02,Silver,Bills,Female,158636, India,April,Wednesday
414,Delhi,2014-11-26,Signature,Bills,Female,87219, India,November,Wednesday
415,Delhi,2014-11-16,Gold,Bills,Female,183445, India,November,Sunday
416,Bengaluru,2014-06-27,Silver,Bills,Female,147977, India,June,Friday
417,Ahmedabad,2014-11-19,Platinum,Bills,Female,243279, India,November,Wednesday
418,Bengaluru,2014-04-04,Platinum,Bills,Female,243950, India,April,Friday
419,Delhi,2015-04-14,Silver,Bills,Female,32548, India,April,Tuesday
420,Delhi,2013-12-09,Platinum,Bills,Female,118126, India,December,Monday
421,Greater Mumbai,2013-11-30,Platinum,Bills,Female,13325, India,November,Saturday
422,Greater Mumbai,2014-02-16,Gold,Bills,Female,295055, India,February,Sunday
423,Greater Mumbai,2015-01-12,Platinum,Bills,Female,64764, India,January,Monday
424,Bengaluru,2014-02-03,Platinum,Bills,Female,174520, India,February,Monday
425,Delhi,2013-11-05,Signature,Bills,Female,72763, India,November,Tuesday
426,Greater Mumbai,2014-09-27,Signature,Bills,Female,269809, India,September,Saturday
427,Delhi,2014-06-29,Silver,Bills,Female,81145, India,June,Sunday
428,Ahmedabad,2014-07-13,Silver,Bills,Female,25948, India,July,Sunday
429,Greater Mumbai,2015-01-23,Silver,Bills,Female,120188, India,January,Friday
430,Greater Mumbai,2014-12-05,Signature,Bills,Female,8259, India,December,Friday
431,Delhi,2014-04-15,Signature,Bills,Female,285830, India,April,Tuesday
432,Bengaluru,2015-04-27,Gold,Bills,Female,67039, India,April,Monday
433,Ahmedabad,2014-07-25,Gold,Bills,Female,14370, India,July,Friday
434,Ahmedabad,2014-10-10,Platinum,Bills,Female,54304, India,October,Friday
435,Greater Mumbai,2013-10-18,Gold,Bills,Female,188856, India,October,Friday
436,Ahmedabad,2014-01-18,Gold,Bills,Female,44635, India,January,Saturday
437,Greater Mumbai,2013-11-22,Platinum,Bills,Female,227273, India,November,Friday
438,Delhi,2014-03-26,Gold,Bills,Female,234200, India,March,Wednesday
439,Delhi,2014-12-12,Signature,Bills,Female,79053, India,December,Friday
440,Greater Mumbai,2015-03-01,Silver,Bills,Female,49711, India,March,Sunday
441,Greater Mumbai,2014-10-29,Signature,Bills,Female,203463, India,October,Wednesday
442,Bengaluru,2014-07-29,Signature,Bills,Female,196985, India,July,Tuesday
443,Greater Mumbai,2015-04-18,Gold,Bills,Female,246457, India,April,Saturday
444,Delhi,2013-11-05,Platinum,Bills,Female,88344, India,November,Tuesday
445,Bengaluru,2014-08-27,Signature,Bills,Female,167457, India,August,Wednesday
446,Bengaluru,2014-03-04,Gold,Bills,Female,254598, India,March,Tuesday
447,Delhi,2014-01-27,Platinum,Bills,Female,102486, India,January,Monday
448,Greater Mumbai,2014-01-18,Silver,Bills,Female,159428, India,January,Saturday
449,Bengaluru,2014-01-28,Platinum,Bills,Female,296987, India,January,Tuesday
450,Ahmedabad,2015-02-06,Signature,Bills,Female,89418, India,February,Friday
451,Delhi,2015-02-26,Signature,Bills,Female,77247, India,February,Thursday
452,Bengaluru,2014-01-24,Gold,Bills,Female,66542, India,January,Friday
453,Greater Mumbai,2014-11-27,Silver,Bills,Female,194526, India,November,Thursday
454,Bengaluru,2014-07-16,Signature,Bills,Female,178119, India,July,Wednesday
455,Bengaluru,2014-05-16,Gold,Bills,Female,258653, India,May,Friday
456,Delhi,2014-11-02,Silver,Bills,Female,97425, India,November,Sunday
457,Delhi,2014-05-23,Gold,Bills,Female,223185, India,May,Friday
458,Greater Mumbai,2015-01-28,Gold,Bills,Female,224750, India,January,Wednesday
459,Ahmedabad,2014-01-17,Signature,Bills,Female,103363, India,January,Friday
460,Greater Mumbai,2014-11-27,Platinum,Bills,Female,49090, India,November,Thursday
461,Bengaluru,2014-11-20,Platinum,Bills,Female,140584, India,November,Thursday
462,Delhi,2014-06-26,Platinum,Bills,Female,61272, India,June,Thursday
463,Delhi,2014-01-02,Silver,Bills,Female,25200, India,January,Thursday
464,Greater Mumbai,2013-12-09,Signature,Bills,Female,249893, India,December,Monday
465,Bengaluru,2014-05-25,Gold,Bills,Female,91325, India,May,Sunday
466,Greater Mumbai,2014-04-14,Silver,Bills,Female,81641, India,April,Monday
467,Greater Mumbai,2015-04-14,Platinum,Bills,Female,267700, India,April,Tuesday
468,Greater Mumbai,2014-11-20,Silver,Food,Female,193429, India,November,Thursday
469,Ahmedabad,2014-04-22,Gold,Food,Female,97674, India,April,Tuesday
470,Bengaluru,2014-03-08,Silver,Food,Female,222579, India,March,Saturday
471,Bengaluru,2015-03-19,Platinum,Food,Female,194846, India,March,Thursday
472,Greater Mumbai,2015-02-22,Signature,Food,Female,62690, India,February,Sunday
473,Greater Mumbai,2015-02-08,Signature,Food,Female,225614, India,February,Sunday
474,Ahmedabad,2013-10-20,Signature,Food,Female,13879, India,October,Sunday
475,Ahmedabad,2015-02-04,Gold,Food,Female,279579, India,February,Wednesday
476,Bengaluru,2014-09-10,Gold,Food,Female,253183, India,September,Wednesday
477,Bengaluru,2014-05-10,Signature,Food,Female,183197, India,May,Saturday
478,Bengaluru,2014-08-27,Gold,Food,Female,260046, India,August,Wednesday
479,Bengaluru,2014-07-21,Gold,Food,Female,95981, India,July,Monday
480,Bengaluru,2014-03-02,Gold,Food,Female,157399, India,March,Sunday
481,Delhi,2014-02-20,Signature,Food,Female,140041, India,February,Thursday
482,Ahmedabad,2014-01-05,Platinum,Food,Female,288339, India,January,Sunday
483,Ahmedabad,2014-01-02,Platinum,Food,Female,49494, India,January,Thursday
484,Bengaluru,2015-04-16,Platinum,Food,Female,43954, India,April,Thursday
485,Bengaluru,2013-11-30,Platinum,Food,Female,35543, India,November,Saturday
486,Greater Mumbai,2014-01-05,Signature,Food,Female,12982, India,January,Sunday
487,Delhi,2014-04-02,Platinum,Food,Female,213140, India,April,Wednesday
488,Greater Mumbai,2013-10-22,Platinum,Food,Female,95741, India,October,Tuesday
489,Bengaluru,2013-12-07,Platinum,Food,Female,129144, India,December,Saturday
490,Ahmedabad,2014-03-04,Gold,Food,Female,115551, India,March,Tuesday
491,Bengaluru,2014-04-26,Gold,Food,Female,57961, India,April,Saturday
492,Ahmedabad,2015-01-04,Silver,Food,Female,209527, India,January,Sunday
493,Ahmedabad,2014-07-08,Gold,Food,Female,15892, India,July,Tuesday
494,Bengaluru,2013-12-01,Signature,Food,Female,155659, India,December,Sunday
495,Greater Mumbai,2014-06-17,Silver,Food,Female,246215, India,June,Tuesday
496,Greater Mumbai,2014-10-15,Signature,Food,Female,149465, India,October,Wednesday
497,Ahmedabad,2014-08-22,Gold,Food,Female,259694, India,August,Friday
498,Delhi,2014-02-23,Silver,Food,Female,70009, India,February,Sunday
499,Greater Mumbai,2015-01-05,Gold,Food,Female,233391, India,January,Monday
500,Ahmedabad,2014-08-04,Silver,Food,Female,35002, India,August,Monday
501,Ahmedabad,2015-04-18,Silver,Food,Female,156519, India,April,Saturday
502,Bengaluru,2014-04-22,Gold,Food,Female,286786, India,April,Tuesday
503,Bengaluru,2014-09-18,Signature,Food,Female,173244, India,September,Thursday
504,Bengaluru,2014-12-31,Platinum,Food,Female,195804, India,December,Wednesday
505,Ahmedabad,2015-02-09,Platinum,Food,Female,162827, India,February,Monday
506,Bengaluru,2015-01-26,Signature,Food,Female,20036, India,January,Monday
507,Bengaluru,2014-07-17,Signature,Food,Female,266125, India,July,Thursday
508,Greater Mumbai,2014-03-10,Signature,Food,Female,156531, India,March,Monday
509,Ahmedabad,2014-10-20,Signature,Food,Female,288673, India,October,Monday
510,Ahmedabad,2014-10-13,Signature,Food,Female,67474, India,October,Monday
511,Delhi,2014-09-28,Platinum,Food,Female,220674, India,September,Sunday
512,Greater Mumbai,2014-04-24,Gold,Food,Female,282988, India,April,Thursday
513,Bengaluru,2014-08-24,Signature,Food,Female,206308, India,August,Sunday
514,Bengaluru,2014-11-27,Platinum,Food,Female,243074, India,November,Thursday
515,Ahmedabad,2015-04-04,Signature,Food,Female,247181, India,April,Saturday
516,Greater Mumbai,2014-08-08,Signature,Food,Female,111842, India,August,Friday
517,Delhi,2015-03-23,Gold,Food,Female,277079, India,March,Monday
518,Delhi,2015-01-28,Silver,Food,Female,218638, India,January,Wednesday
519,Ahmedabad,2014-11-14,Gold,Food,Female,152216, India,November,Friday
520,Delhi,2015-04-14,Signature,Food,Female,42620, India,April,Tuesday
521,Ahmedabad,2014-01-12,Gold,Food,Female,101639, India,January,Sunday
522,Greater Mumbai,2014-03-02,Silver,Food,Female,102966, India,March,Sunday
523,Bengaluru,2015-03-10,Platinum,Food,Female,127650, India,March,Tuesday
524,Greater Mumbai,2014-06-24,Platinum,Food,Female,277737, India,June,Tuesday
525,Bengaluru,2015-03-19,Signature,Food,Female,251805, India,March,Thursday
526,Ahmedabad,2014-02-19,Signature,Food,Female,288284, India,February,Wednesday
527,Bengaluru,2013-10-22,Gold,Food,Female,125290, India,October,Tuesday
528,Bengaluru,2014-08-20,Silver,Food,Female,166602, India,August,Wednesday
529,Ahmedabad,2014-04-14,Silver,Food,Female,219097, India,April,Monday
530,Bengaluru,2015-03-26,Gold,Food,Female,34082, India,March,Thursday
531,Bengaluru,2014-05-08,Silver,Food,Female,20573, India,May,Thursday
532,Bengaluru,2013-10-28,Platinum,Food,Female,245056, India,October,Monday
533,Ahmedabad,2013-12-20,Signature,Food,Female,131847, India,December,Friday
534,Delhi,2015-01-16,Platinum,Food,Female,276873, India,January,Friday
535,Bengaluru,2014-05-06,Silver,Food,Female,138342, India,May,Tuesday
536,Ahmedabad,2015-01-09,Signature,Food,Female,137292, India,January,Friday
537,Ahmedabad,2014-03-04,Signature,Food,Female,147750, India,March,Tuesday
538,Bengaluru,2013-10-18,Signature,Food,Female,2397, India,October,Friday
539,Bengaluru,2014-07-16,Gold,Food,Female,31051, India,July,Wednesday
540,Delhi,2014-10-01,Signature,Food,Female,55137, India,October,Wednesday
541,Greater Mumbai,2013-11-08,Gold,Food,Female,136040, India,November,Friday
542,Ahmedabad,2014-12-08,Platinum,Food,Female,181721, India,December,Monday
543,Delhi,2014-03-12,Signature,Food,Female,81753, India,March,Wednesday
544,Ahmedabad,2014-11-28,Platinum,Food,Female,266386, India,November,Friday
545,Ahmedabad,2015-05-03,Silver,Food,Female,259008, India,May,Sunday
546,Greater Mumbai,2015-03-10,Silver,Food,Female,250995, India,March,Tuesday
547,Delhi,2014-10-06,Signature,Food,Female,232155, India,October,Monday
548,Greater Mumbai,2014-02-13,Silver,Food,Female,48012, India,February,Thursday
549,Delhi,2015-01-01,Signature,Food,Female,296543, India,January,Thursday
550,Greater Mumbai,2014-12-25,Signature,Food,Female,246893, India,December,Thursday
551,Ahmedabad,2015-03-19,Platinum,Food,Female,95807, India,March,Thursday
552,Ahmedabad,2014-08-22,Platinum,Food,Female,165278, India,August,Friday
553,Ahmedabad,2014-08-15,Silver,Food,Female,191618, India,August,Friday
554,Greater Mumbai,2015-04-26,Silver,Food,Female,159718, India,April,Sunday
555,Ahmedabad,2014-11-28,Gold,Food,Female,213552, India,November,Friday
556,Greater Mumbai,2015-05-03,Gold,Food,Female,249061, India,May,Sunday
557,Delhi,2014-02-24,Silver,Food,Female,279377, India,February,Monday
558,Delhi,2014-12-19,Silver,Food,Female,233694, India,December,Friday
559,Bengaluru,2014-06-21,Silver,Food,Female,102362, India,June,Saturday
560,Bengaluru,2014-09-10,Silver,Food,Female,108296, India,September,Wednesday
561,Bengaluru,2015-04-13,Gold,Food,Female,258275, India,April,Monday
562,Bengaluru,2014-10-21,Silver,Food,Female,194260, India,October,Tuesday
563,Bengaluru,2015-04-12,Gold,Food,Female,167903, India,April,Sunday
564,Ahmedabad,2015-01-29,Silver,Food,Female,128266, India,January,Thursday
565,Bengaluru,2015-01-19,Signature,Food,Female,268543, India,January,Monday
566,Ahmedabad,2014-03-17,Signature,Food,Female,30653, India,March,Monday
567,Greater Mumbai,2015-01-01,Signature,Food,Female,189981, India,January,Thursday
568,Delhi,2015-04-28,Gold,Food,Female,230325, India,April,Tuesday
569,Greater Mumbai,2015-03-13,Signature,Food,Female,176871, India,March,Friday
570,Greater Mumbai,2014-12-09,Platinum,Food,Female,171241, India,December,Tuesday
571,Greater Mumbai,2014-03-07,Silver,Food,Female,91846, India,March,Friday
572,Delhi,2013-11-13,Silver,Food,Female,162813, India,November,Wednesday
573,Delhi,2014-11-04,Silver,Food,Female,28569, India,November,Tuesday
574,Bengaluru,2014-11-16,Silver,Food,Female,231827, India,November,Sunday
575,Delhi,2015-03-04,Silver,Food,Female,281283, India,March,Wednesday
576,Bengaluru,2013-10-15,Silver,Food,Female,291358, India,October,Tuesday
577,Delhi,2014-07-27,Signature,Food,Female,288888, India,July,Sunday
578,Delhi,2014-11-22,Gold,Food,Female,283575, India,November,Saturday
579,Greater Mumbai,2014-07-24,Silver,Food,Female,132827, India,July,Thursday
580,Delhi,2014-08-31,Silver,Food,Female,200721, India,August,Sunday
581,Ahmedabad,2014-01-12,Signature,Food,Female,190220, India,January,Sunday
582,Ahmedabad,2015-02-05,Signature,Food,Female,265508, India,February,Thursday
583,Greater Mumbai,2013-12-10,Platinum,Food,Female,298838, India,December,Tuesday
584,Greater Mumbai,2014-01-12,Silver,Food,Female,203106, India,January,Sunday
585,Ahmedabad,2014-10-19,Platinum,Food,Female,196647, India,October,Sunday
586,Delhi,2015-01-05,Gold,Food,Female,136602, India,January,Monday
587,Greater Mumbai,2014-02-24,Gold,Food,Female,236980, India,February,Monday
588,Greater Mumbai,2014-03-23,Signature,Food,Female,59121, India,March,Sunday
589,Bengaluru,2014-01-07,Silver,Food,Female,193944, India,January,Tuesday
590,Greater Mumbai,2014-08-13,Platinum,Food,Female,109857, India,August,Wednesday
591,Bengaluru,2013-10-30,Signature,Food,Female,57768, India,October,Wednesday
592,Ahmedabad,2014-08-02,Gold,Food,Female,207196, India,August,Saturday
593,Ahmedabad,2014-08-26,Platinum,Food,Female,8056, India,August,Tuesday
594,Ahmedabad,2015-01-05,Platinum,Food,Female,178478, India,January,Monday
595,Bengaluru,2014-08-02,Platinum,Food,Female,246046, India,August,Saturday
596,Ahmedabad,2014-04-29,Platinum,Food,Female,192382, India,April,Tuesday
597,Greater Mumbai,2014-10-25,Gold,Food,Female,19158, India,October,Saturday
598,Greater Mumbai,2014-12-15,Platinum,Food,Female,9552, India,December,Monday
599,Delhi,2015-03-15,Platinum,Food,Female,276862, India,March,Sunday
